-246, 1
-245, 0
-244, 1
-243, 0
-242, 2
-241, 0
-240, 0
-239, 0
-238, 1
-237, 1
-236, 0
-235, 1
-234, 0
-233, 0
-232, 0
-231, 0
-230, 1
-229, 0
-228, 0
-227, 0
-226, 0
-225, 0
-224, 0
-223, 0
-222, 0
-221, 0
-220, 0
-219, 0
-218, 0
-217, 0
-216, 0
-215, 0
-214, 0
-213, 0
-212, 0
-211, 0
-210, 0
-209, 0
-208, 0
-207, 0
-206, 0
-205, 0
-204, 0
-203, 0
-202, 0
-201, 0
-200, 0
-199, 0
-198, 0
-197, 0
-196, 0
-195, 0
-194, 0
-193, 0
-192, 0
-191, 0
-190, 0
-189, 0
-188, 0
-187, 0
-186, 0
-185, 0
-184, 0
-183, 0
-182, 0
-181, 0
-180, 0
-179, 0
-178, 0
-177, 0
-176, 0
-175, 0
-174, 0
-173, 0
-172, 0
-171, 0
-170, 0
-169, 0
-168, 0
-167, 0
-166, 0
-165, 0
-164, 0
-163, 0
-162, 0
-161, 0
-160, 0
-159, 0
-158, 0
-157, 1
-156, 1
-155, 0
-154, 2
-153, 0
-152, 2
-151, 0
-150, 0
-149, 1
-148, 0
-147, 0
-146, 0
-145, 0
-144, 1
-143, 0
-142, 0
-141, 1
-140, 0
-139, 1
-138, 3
-137, 2
-136, 0
-135, 4
-134, 1
-133, 3
-132, 3
-131, 3
-130, 1
-129, 1
-128, 0
-127, 1
-126, 0
-125, 0
-124, 2
-123, 1
-122, 1
-121, 4
-120, 5
-119, 2
-118, 3
-117, 0
-116, 2
-115, 4
-114, 1
-113, 2
-112, 5
-111, 2
-110, 3
-109, 1
-108, 2
-107, 6
-106, 6
-105, 3
-104, 3
-103, 2
-102, 3
-101, 3
-100, 3
-99, 1
-98, 1
-97, 0
-96, 4
-95, 3
-94, 3
-93, 3
-92, 4
-91, 11
-90, 6
-89, 5
-88, 5
-87, 3
-86, 3
-85, 9
-84, 7
-83, 6
-82, 5
-81, 5
-80, 5
-79, 5
-78, 7
-77, 13
-76, 15
-75, 9
-74, 10
-73, 9
-72, 13
-71, 13
-70, 10
-69, 8
-68, 11
-67, 22
-66, 12
-65, 14
-64, 14
-63, 16
-62, 17
-61, 15
-60, 14
-59, 11
-58, 13
-57, 17
-56, 18
-55, 15
-54, 16
-53, 23
-52, 15
-51, 19
-50, 18
-49, 23
-48, 26
-47, 22
-46, 18
-45, 26
-44, 21
-43, 40
-42, 45
-41, 44
-40, 41
-39, 39
-38, 42
-37, 41
-36, 55
-35, 49
-34, 44
-33, 54
-32, 59
-31, 78
-30, 69
-29, 97
-28, 87
-27, 82
-26, 90
-25, 101
-24, 119
-23, 122
-22, 134
-21, 148
-20, 145
-19, 168
-18, 186
-17, 200
-16, 232
-15, 244
-14, 284
-13, 304
-12, 341
-11, 385
-10, 399
-9, 491
-8, 595
-7, 648
-6, 838
-5, 1153
-4, 1700
-3, 2730
-2, 4336
-1, 7068
0, 11138
1, 8733
2, 7706
3, 3474
4, 2168
5, 1382
6, 945
7, 755
8, 586
9, 520
10, 460
11, 371
12, 359
13, 318
14, 294
15, 276
16, 252
17, 216
18, 211
19, 196
20, 159
21, 163
22, 122
23, 148
24, 125
25, 122
26, 81
27, 90
28, 70
29, 82
30, 66
31, 66
32, 57
33, 60
34, 51
35, 50
36, 50
37, 49
38, 49
39, 41
40, 44
41, 41
42, 34
43, 35
44, 25
45, 24
46, 41
47, 26
48, 15
49, 24
50, 18
51, 19
52, 23
53, 11
54, 15
55, 14
56, 25
57, 17
58, 21
59, 17
60, 12
61, 12
62, 6
63, 14
64, 10
65, 19
66, 12
67, 11
68, 8
69, 8
70, 13
71, 11
72, 4
73, 9
74, 7
75, 8
76, 3
77, 7
78, 9
79, 10
80, 5
81, 4
82, 6
83, 8
84, 7
85, 8
86, 4
87, 4
88, 9
89, 7
90, 8
91, 3
92, 4
93, 4
94, 2
95, 2
96, 5
97, 4
98, 7
99, 6
100, 5
101, 2
102, 5
103, 5
104, 3
105, 3
106, 3
107, 3
108, 3
109, 5
110, 3
111, 5
112, 5
113, 2
114, 4
115, 4
116, 1
117, 0
118, 3
119, 3
120, 5
121, 3
122, 3
123, 3
124, 1
125, 2
126, 1
127, 0
128, 0
129, 0
130, 0
131, 3
132, 2
133, 1
134, 2
135, 2
136, 1
137, 2
138, 2
139, 1
140, 1
141, 0
142, 3
143, 0
144, 1
145, 3
146, 0
147, 1
148, 0
149, 1
150, 0
151, 0
152, 1
153, 0
154, 0
155, 1
156, 0
157, 0
158, 0
159, 0
160, 0
161, 2
162, 0
163, 0
164, 0
165, 0
166, 0
167, 0
168, 0
169, 0
170, 0
171, 0
172, 0
173, 0
174, 0
175, 0
176, 0
177, 0
178, 0
179, 0
180, 0
181, 0
182, 0
183, 0
184, 0
185, 0
186, 0
187, 0
188, 0
189, 0
190, 0
191, 0
192, 0
193, 0
194, 0
195, 0
196, 0
197, 0
198, 0
199, 0
200, 0
201, 0
202, 0
203, 0
204, 0
205, 0
206, 0
207, 0
208, 0
209, 0
210, 0
211, 0
212, 0
213, 0
214, 0
215, 0
216, 0
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 0
224, 0
225, 0
226, 0
227, 0
228, 0
229, 0
230, 0
231, 0
232, 0
233, 0
234, 0
235, 0
236, 0
237, 1
