-155, 1
-154, 0
-153, 1
-152, 0
-151, 0
-150, 0
-149, 1
-148, 0
-147, 0
-146, 0
-145, 1
-144, 1
-143, 0
-142, 0
-141, 0
-140, 2
-139, 1
-138, 1
-137, 1
-136, 1
-135, 0
-134, 0
-133, 1
-132, 0
-131, 2
-130, 1
-129, 0
-128, 3
-127, 5
-126, 0
-125, 2
-124, 2
-123, 0
-122, 1
-121, 2
-120, 0
-119, 4
-118, 2
-117, 1
-116, 1
-115, 3
-114, 4
-113, 2
-112, 3
-111, 3
-110, 5
-109, 5
-108, 7
-107, 3
-106, 5
-105, 7
-104, 7
-103, 4
-102, 14
-101, 7
-100, 4
-99, 4
-98, 6
-97, 5
-96, 5
-95, 7
-94, 8
-93, 4
-92, 4
-91, 10
-90, 6
-89, 11
-88, 8
-87, 7
-86, 3
-85, 12
-84, 14
-83, 13
-82, 7
-81, 9
-80, 11
-79, 13
-78, 18
-77, 11
-76, 21
-75, 18
-74, 17
-73, 14
-72, 21
-71, 20
-70, 20
-69, 13
-68, 10
-67, 14
-66, 18
-65, 11
-64, 18
-63, 16
-62, 24
-61, 19
-60, 18
-59, 32
-58, 21
-57, 22
-56, 24
-55, 29
-54, 33
-53, 29
-52, 35
-51, 33
-50, 36
-49, 33
-48, 32
-47, 33
-46, 32
-45, 42
-44, 34
-43, 41
-42, 39
-41, 52
-40, 46
-39, 50
-38, 56
-37, 54
-36, 53
-35, 62
-34, 83
-33, 85
-32, 91
-31, 80
-30, 83
-29, 120
-28, 90
-27, 107
-26, 125
-25, 116
-24, 122
-23, 146
-22, 169
-21, 165
-20, 176
-19, 163
-18, 199
-17, 220
-16, 257
-15, 274
-14, 257
-13, 291
-12, 342
-11, 364
-10, 404
-9, 476
-8, 493
-7, 565
-6, 754
-5, 997
-4, 1509
-3, 2391
-2, 3898
-1, 6334
0, 9812
1, 9459
2, 5892
3, 3821
4, 2296
5, 1444
6, 986
7, 736
8, 625
9, 544
10, 440
11, 404
12, 374
13, 348
14, 321
15, 323
16, 261
17, 223
18, 232
19, 230
20, 183
21, 159
22, 170
23, 142
24, 149
25, 125
26, 128
27, 116
28, 112
29, 88
30, 112
31, 80
32, 68
33, 80
34, 79
35, 51
36, 66
37, 44
38, 56
39, 44
40, 64
41, 33
42, 33
43, 36
44, 33
45, 34
46, 38
47, 41
48, 24
49, 40
50, 25
51, 27
52, 23
53, 24
54, 26
55, 20
56, 22
57, 22
58, 24
59, 25
60, 21
61, 24
62, 29
63, 15
64, 15
65, 13
66, 18
67, 12
68, 17
69, 14
70, 14
71, 11
72, 7
73, 13
74, 7
75, 10
76, 7
77, 11
78, 11
79, 9
80, 12
81, 14
82, 12
83, 10
84, 15
85, 12
86, 10
87, 5
88, 6
89, 11
90, 9
91, 5
92, 10
93, 11
94, 9
95, 3
96, 10
97, 7
98, 4
99, 2
100, 7
101, 6
102, 4
103, 3
104, 3
105, 5
106, 5
107, 4
108, 3
109, 11
110, 1
111, 4
112, 3
113, 8
114, 3
115, 2
116, 6
117, 3
118, 3
119, 1
120, 6
121, 4
122, 0
123, 4
124, 2
125, 1
126, 1
127, 6
128, 2
129, 1
130, 1
131, 4
132, 0
133, 2
134, 0
135, 1
136, 0
137, 2
138, 0
139, 1
140, 2
141, 1
142, 0
143, 1
144, 0
145, 2
146, 0
147, 4
148, 0
149, 1
150, 0
151, 0
152, 1
153, 0
154, 0
155, 0
156, 1
