-105, 1
-104, 0
-103, 0
-102, 0
-101, 0
-100, 1
-99, 0
-98, 0
-97, 1
-96, 1
-95, 0
-94, 0
-93, 1
-92, 1
-91, 1
-90, 1
-89, 2
-88, 1
-87, 0
-86, 2
-85, 1
-84, 5
-83, 1
-82, 4
-81, 1
-80, 2
-79, 4
-78, 1
-77, 4
-76, 2
-75, 6
-74, 6
-73, 2
-72, 5
-71, 2
-70, 9
-69, 8
-68, 13
-67, 12
-66, 16
-65, 9
-64, 15
-63, 20
-62, 30
-61, 19
-60, 20
-59, 26
-58, 31
-57, 27
-56, 36
-55, 34
-54, 40
-53, 48
-52, 59
-51, 54
-50, 65
-49, 64
-48, 75
-47, 78
-46, 82
-45, 104
-44, 123
-43, 128
-42, 112
-41, 145
-40, 175
-39, 159
-38, 194
-37, 209
-36, 215
-35, 224
-34, 241
-33, 308
-32, 333
-31, 321
-30, 387
-29, 391
-28, 444
-27, 459
-26, 479
-25, 553
-24, 626
-23, 655
-22, 703
-21, 806
-20, 861
-19, 853
-18, 987
-17, 1075
-16, 1269
-15, 1419
-14, 1488
-13, 1714
-12, 1985
-11, 2166
-10, 2633
-9, 2974
-8, 3407
-7, 4064
-6, 5109
-5, 6570
-4, 8762
-3, 11610
-2, 15046
-1, 18976
0, 22294
1, 21726
2, 19522
3, 14984
4, 11103
5, 8182
6, 6215
7, 4948
8, 3908
9, 3284
10, 2846
11, 2446
12, 2153
13, 1877
14, 1596
15, 1512
16, 1272
17, 1188
18, 1066
19, 881
20, 815
21, 755
22, 675
23, 630
24, 594
25, 514
26, 517
27, 448
28, 421
29, 362
30, 352
31, 339
32, 314
33, 270
34, 294
35, 256
36, 212
37, 217
38, 190
39, 172
40, 162
41, 162
42, 140
43, 124
44, 120
45, 113
46, 105
47, 95
48, 70
49, 75
50, 92
51, 77
52, 57
53, 57
54, 57
55, 54
56, 50
57, 45
58, 39
59, 36
60, 24
61, 39
62, 35
63, 26
64, 12
65, 17
66, 13
67, 11
68, 8
69, 17
70, 9
71, 5
72, 5
73, 4
74, 5
75, 3
76, 5
77, 4
78, 3
79, 2
80, 3
81, 2
82, 5
83, 0
84, 1
85, 1
86, 2
87, 0
88, 1
89, 1
90, 0
91, 1
92, 0
93, 0
94, 0
95, 1
96, 1
97, 1
98, 0
99, 0
100, 2
